property_type,property,location_area,location,total_price,price_sqft,area(sq-ft),bhk,bath,has_balcony,area_type,covered_parking,open_parking,pooja_room,servant_room,study_room,extra_rooms,floor,furnished_status,property_status,marble_floor,property_link,property_description
 Flat ,"2 BHK Flat for Sale in Mansarovar, Jaipur",mansarovar, Mansarovar,3600000,4260,845,2,2,FALSE,Built-up Area,,,0,0,0,1,5,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-extra-room-845-sq-ft-apartment-in-mansarovar/9842469,"A comfortable lifestyle awaits in this unfurnished 2-bedroom, 2-bathroom Flats located in Mansarovar, Jaipur, spanning 845 square feet and offering a pleasing road view from the 5th floor.This property, less than a year old, boasts an impressive array of amenities including a gymnasium, swimming pool, badminton and tennis courts, a squash court, dedicated kids` play areas, and a jogging and"
 Flat ,"3 BHK Flat for Sale in Keshar Vihar, Jaipur",jagatpura, Keshar Vihar,5500000,4074,1350,3,2,FALSE,Built-up Area,1,1,0,0,0,0,Not Available,semi-furnished,Ready To Move,Carpeted Flooring,https://www.squareyards.com/resale-3-bhk-1350-sq-ft-apartment-in-kesar-green/8562700,"Discover the perfect blend of comfort and convenience with this stunning Flats located in the prime locality of Jaipur.Priced attractively at 55 lakh, this unfurnished residence spans an impressive area of 1350 square feet, providing ample space for families to grow and thrive. With three spacious bedrooms and two wellappointed bathrooms, this home is designed to meet the needs of"
Studio Flat,"Studio Flat for Sale in Keshupura, Jaipur",bhakrota, Keshupura,5500000,8487,648,Studio,1,FALSE,Built-up Area,,,1,0,0,0,6,semi-furnished,Under Construction,,https://www.squareyards.com/resale-studio-pooja-room-648-sq-ft-apartment-in-manglam-aadhar/9078720,"This studio Flats in Jaipur Keshupura locality presents a fantastic chance to own a property in the well-regarded Manglam Aadhar project.Priced at 55 Lac, this furnished 648 Square Feet home on the 6th floor of a 14-story building offers a road view. You will appreciate the convenience of having a dedicated parking spot. The apartment comes with modern amenities like"
 Flat ,"2 BHK Flat for Sale in Narsinghpura, Jaipur",other, Nars,5200000,4727,1100,2,2,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,semi-furnished,Ready To Move,,,
 Flat ,"3 BHK Flat for Sale in Vatika, Jaipur",other, Vatika,10700000,6854,1561,3,3,TRUE,Built-up Area,,,1,0,0,1,4,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-study-room-1561-sq-ft-apartment-in-shree-govind-crystal-city-phase-ii/9702985,"Discover a furnished 3-bedroom, 3-bathroom Flats in Shree Govind Crystal City Phase II, Jaipur, offering a generous 1561 square feet of living space for families.Priced at 1.07 crore, this home boasts a desirable garden view from its balcony and a prime location near the city center within a gated society.Enjoy access to a wealth of amenities including a gymnasium, swimming"
 Flat ,"3 BHK Flat for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,10600000,7491,1415,3,3,FALSE,Built-up Area,1,,0,0,0,0,1,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-1415-sq-ft-apartment-in-vaishali-nagar/9565161,"Live your best life in this attractive 3-bedroom, 3-bathroom semi-furnished Flats in Jaipur Vaishali Nagar, spanning a generous 1415 square feet for 1.06 crore.This home is perfect for families looking for comfort and convenience, offering amenities like a gymnasium, kids` play areas, and a dedicated kids` play area, ensuring entertainment for all ages. You will also appreciate the peace of"
 Flat ,"3 BHK Flat for Sale in Sirsi Road, Jaipur",sirsi road, Sirsi Road,4511000,5753,784,3,2,FALSE,Carpet Area,1,1,0,0,0,0,3,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-784-sq-ft-apartment-in-satyam-utopia/9577169,"This 3-bedroom, 2-bathroom Flats in Jaipur Sirsi Road offers a comfortable living space of 784 square feet, perfect for families seeking a blend of modern amenities and a desirable location.Situated on the third floor of the Satyam Utopia project, this semi-furnished home provides a pleasant road view and comes with essential features like kids` play areas, power backup, and 24/7"
 Flat ,"3 BHK Flat for Sale in Jagatpura, Jaipur",jagatpura, Jagatpura,4710000,3620,1301,3,3,FALSE,Built-up Area,1,2,0,0,0,0,2,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-1301-sq-ft-apartment-in-divine-homes-jagatpura/9626666,"What could be a better place to build your family future than this well-maintained, furnished three-bedroom, three-bathroom Flats in Jaipur Jagatpura neighborhood.Priced at 47.1 Lac, this inviting home offers 1301 square feet of living space on the second floor of a five-story building. You will appreciate the peace of mind that comes with living in a gated society within a"
 Flat ,"1 BHK Flat for Sale in Gandhi Path, Jaipur",gandhi path, Gandhi Path,1900000,4222,450,1,1,FALSE,Built-up Area,,,1,0,0,0,1,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-1-bhk-pooja-room-450-sq-ft-apartment-in-manglam-aadhar/9697930,"For buyers seeking a smart investment in Jaipur, this unfurnished 1-bedroom, 1-bathroom Flats in Gandhi Path offers significant value.Located in the sought-after Manglam Aadhar project, this 450 Square Feet home on the first floor of a 12-story building presents a unique opportunity.Its road-facing aspect provides convenient access, and with 2 parking spaces, parking will never be an issue for residents"
 Flat ,"2 BHK Flat for Sale in Jagatpura, Jaipur",jagatpura, Jagatpura,5252000,5200,1010,2,2,FALSE,Built-up Area,1,1,0,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-1010-sq-ft-apartment-in-vn-exclusive-444/9249590,"Here a wonderful 2-bedroom, 2-bathroom Flats in Jagatpura, Jaipur, ready for you to call home, listed at 52.52 Lac.This semi-furnished space offers 1010 square feet of comfortable living within the exclusive VN Exclusive 444 project, boasting a gated society feel with 24 x 7 security and ample visitor parking. You will enjoy a luxury lifestyle with access to a swimming"
 Flat ,"2 BHK Flat for Sale in Raja Park, Jaipur",central jaipur, Raja Park,6500000,6018,1080,2,2,TRUE,Saleable Area,1,,0,0,0,0,2,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-1080-sq-ft-apartment-in-anfc205-2b4s-bnaksa/9664354,"Consider a refreshing change of scenery with this bright and airy two-bedroom, two-bathroom Flats located on the second floor in Jaipur desirable Raja Park neighborhood.this semi-furnished flat offers a comfortable living space with a pleasing community view. You will appreciate the convenience of having one dedicated parking spot and enjoy the added benefits of a private balcony, and visitor parking,"
 Flat ,"3 BHK Flat for Sale in Nirman Nagar, Jaipur",nirman nagar, Nirman Nagar,12500000,6944,1800,3,3,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,Furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-1800-sq-ft-apartment-in-nirman-nagar/9274275,"What if your next home offered an unparalleled lifestyle in Jaipur Nirman Nagar, boasting three bedrooms and three bathrooms spread across a generous 1800 square feet for just 1.25 crore.This furnished Flats, less than a year old, comes with exclusive access to a gymnasium, swimming pool, badminton court, tennis court, squash court, kids` play areas, and a jogging/cycle track, ensuring"
 Flat ,"2 BHK Flat for Sale in Jagatpura, Jaipur",jagatpura, Jagatpura,4501000,4266,1055,2,2,FALSE,Built-up Area,,,1,0,0,0,5,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-pooja-room-1055-sq-ft-apartment-in/9669331,"A home that truly feels like your own awaits in Jagatpura, Jaipur, offering a blend of modern living and peace of mind.This semi-furnished, two-bedroom, two-bathroom Flats spans 1055 square feet and is situated on the 5th floor of a 6-story building, promising a bright and airy living space. With 1 designated parking spot and a property age of less than"
 Flat ,"4 BHK Flat for Sale in Kalwara, Jaipur",other, Kalwara,27000000,10705,2522,4,4,FALSE,Built-up Area,3,,0,0,0,0,Not Available,Furnished,Ready To Move,,https://www.squareyards.com/resale-4-bhk-2522-sq-ft-apartment-in-galaxy-enclave-kalwara/9199173,"If you are seeking a comfortable and secure family home in Jaipur, look no further than this 4-bedroom, 4-bathroom Flats in the Galaxy Enclave Kalwara project.Priced at 2.7 crore and spanning 2522 square feet, this furnished apartment offers a luxurious lifestyle within a gated society. You will appreciate the peace of mind that comes with 24x7 security and ample parking"
 Flat ,"3 BHK Flat for Sale in Jagatpura, Jaipur",jagatpura, Jagatpura,8500000,6058,1403,3,3,FALSE,Saleable Area,1,,0,0,0,0,Not Available,semi-furnished,Ready To Move,Marble Flooring,https://www.squareyards.com/resale-3-bhk-1403-sq-ft-apartment-in-jagatpura/9826343,"For sale in Jagatpura, Jaipur, this semi-furnished 3-bedroom, 3-bathroom Flats offers 1403 square feet of living space with a desirable pool view and one dedicated parking spot in the basement. This home is Vastu compliant and includes all luxury specifications, situated on a floor with no specific number given, within an 11-story building that features a gymnasium, swimming pool, badminton court,"
 Flat ,"3.5 BHK Flat for Sale in Gandhi Path, Jaipur",gandhi path, Gandhi Path,8740000,4653,1878,3.5,3,FALSE,Built-up Area,1,,0,0,0,0,Not Available,semi-furnished,Ready To Move,Marble Flooring,,
 Flat ,"3 BHK Flat for Sale in Jagatpura, Jaipur",jagatpura, Jagatpura,5800000,4625,1254,3,1,FALSE,Built-up Area,1,1,0,0,0,0,2,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-1254-sq-ft-apartment-in-town-square/9137957,"Here is a spacious 3-bedroom, 1-bathroom Flats for sale in the prime locality of Jagatpura, Jaipur, offering a touch of luxury and a Vastu-compliant design within a gated society.Spanning 1254 square feet, this furnished apartment on the second floor of a six-story building features a road view and comes with one designated parking space, promising a safe and secure living"
Studio Flat,"Studio Flat for Sale in Jagatpura, Jaipur",jagatpura, Jagatpura,3200000,7111,450,Studio,1,FALSE,Built-up Area,1,,0,0,0,0,5,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-studio-450-sq-ft-apartment-in-okay-plus-solitaire-suits/9705987,"Discover a well-appointed studio Flats in Jagatpura, Jaipur, perfect for individuals or couples seeking a convenient and comfortable home.Priced at 32 Lac, this 450 square feet residence offers a practical living space with 1 bathroom and 1 dedicated parking spot.Located on the 5th floor of a 12-story building, the apartment provides a pleasant Road View and includes essential amenities such"
 Flat ,"2 BHK Flat for Sale in Bhankrota, Jaipur",bhakrota, Bhankrota,3900000,6250,624,2,2,FALSE,Carpet Area,1,1,0,0,0,0,1,semi-furnished,Under Construction,,https://www.squareyards.com/resale-2-bhk-624-sq-ft-apartment-in-the-century-garden/9111682,The century garden 1 and 2BHK ultra luxury Flats bhankrota jaisinghpura ajmer road near Asian World School
 Flat ,"4 BHK Flat for Sale in C-Scheme, Jaipur",central jaipur, C-Scheme,24200000,10975,2205,4,4,FALSE,Built-up Area,2,1,0,0,0,0,Not Available,Semi-Furnished,Ready To Move,Marble Flooring,https://www.squareyards.com/resale-4-bhk-2205-sq-ft-apartment-in/9637983,"Finding a four-bedroom, four-bathroom Flats in Jaipur C-Scheme area that offers a garden view and ample space is now within reach for 2.42 crore. This semi-furnished residence spans 2205 square feet, providing a comfortable and elegant living experience.Residents will appreciate the convenience of two dedicated parking spots and a property that is practically brand new, built within the last year.The complex"
 Flat ,"2 BHK Flat for Sale in Vaishali Nagar, Jaipur",vaishali nagar, Vaishali Nagar,4250000,4594,925,2,2,FALSE,Built-up Area,1,,0,0,0,0,Not Available,Semi-Furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-925-sq-ft-apartment-in-krishna-empire/9087195,"Finding a convenient and comfortable living space in Jaipur Vaishali Nagar is made easy with this 2-bedroom, 2-bathroom Flats available for sale.Spread across 925 square feet, this semi-furnished home offers a welcoming environment with essential amenities for family living. It includes dedicated kids' play areas and a nearby pre-school, making it ideal for families with young children. With one dedicated"
 Flat ,"2 BHK Flat for Sale in Mansarovar, Jaipur",mansarovar, Mansarovar,4600000,4181,1100,2,2,FALSE,Built-up Area,1,1,0,0,0,0,6,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-1100-sq-ft-apartment-in-anukampa-sky-lounges/9096779,"A peaceful lifestyle awaits you in Jaipur Mansarovar area with this attractive semi-furnished two-bedroom, two-bathroom Flats in the Anukampa Sky Lounges project, available for 46 lakh.Situated on the 6th floor of a 19-story building, this 829 square feet apartment offers a pleasant road view and comes with one dedicated parking space, ensuring your convenience. The property, which is between two"
 Flat ,"2 BHK Flat for Sale in Kankha Ki Dhani, Jaipur",sanganer, Kankha Ki Dhani,1750000,3211,545,2,2,FALSE,Built-up Area,,,0,0,0,1,1,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-extra-room-545-sq-ft-apartment-in-chordia-ghar-aangan/8912969,"Discover your dream home in the heart of Kankha Ki Dhani, Jaipur, with this stunning 2bedroom Flats available for sale at an inviting price of 17.5 lakh.This unfurnished gem boasts a generous area of 545 square feet, perfectly designed for families seeking comfort and convenience. Situated on the first floor of the modern Chordia Ghar Aangan project, this apartment offers"
 Flat ,"3 BHK Flat for Sale in Jhotwara, Jaipur",jhotwara, Jhotwara,6200000,82666,75,3,3,FALSE,Built-up Area,1,1,1,0,0,0,Not Available,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-3-bhk-pooja-room-75-sq-yd-apartment-in-shree-balaji-chamber-and/9090172,"Here is a comfortable and secure 3-bedroom, 3-bathroom Flats for sale in Jaipur Kardhni Jhotwara area, priced at 62 Lac. This semi-furnished home offers 76 square yards of living space and comes with a dedicated parking spot.You`ll appreciate the peace of mind provided by the gated society, 24/7 security, CCTV surveillance, and a security staff, making it a truly safe and"
 Flat ,"2 BHK Flat for Sale in Jaipur Ajmer Express Highway, Jaipur",ajmer road, Jaipur Ajmer Express Highway,3300000,4125,800,2,2,FALSE,Built-up Area,,1,0,0,0,0,2,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-800-sq-ft-apartment-in-k-k-residency/8188522,"Discover your dream home in the heart of Jaipur with this exquisite 2bedroom semifurnished Flats located on Vande Matram Road, just a stones throw away from Bharat Mata Circle.Spanning an area of 800 square feet, this wellmaintained property offers a perfect blend of comfort and luxury, ideal for families seeking a vibrant community atmosphere. Priced at an attractive 33 lakh,"
 Flat ,"2 BHK Flat for Sale in Jagatpura, Jaipur",jagatpura, Jagatpura,3950000,3950,1000,2,2,FALSE,Built-up Area,1,,0,0,0,0,2,semi-furnished,Ready To Move,,https://www.squareyards.com/resale-2-bhk-1000-sq-ft-apartment-in-athulyam/8340384,"Step into a world of comfort and convenience with this exquisite 2bedroom Flats located in the heart of Jagatpura, Jaipur.Priced attractively at 39.5 lakh, this modern home spans a generous 1000 square feet, making it an ideal choice for families seeking a blend of luxury and affordability. Built by a reputed builder, the property offers a fresh and contemporary living"
